Summary,Issue key,Issue id,Issue Type,Status,Priority,Resolution,Assignee,Created,Updated,Resolved,Predicted Priority
Overview: Lost content in Customize Site Info Display after an error message,SAK-49688,67215,Bug,Closed,Major,Fixed,kunaljaykam,29-01-2024 07:45,29-04-2024 19:57,26-04-2024 14:01,major
CKeditor is missing in Conversations,SAK-49678,67205,Bug,Verified,Blocker,Fixed,Adrian Fish,25-01-2024 13:57,04-04-2024 15:01,01-02-2024 03:22,blocker
PUSH SUBSCRIPTION: Data too long for column 'ENDPOINT' at row 1,SAK-49732,67259,Bug,Closed,Blocker,Fixed,Adrian Fish,11-02-2024 20:06,09-04-2024 02:01,27-03-2024 05:24,blocker
Lessons: Cannot set score with comma in subpages,SAK-49523,67048,Bug,Closed,Critical,Fixed,Miguel Pellicer,30-11-2023 06:38,08-02-2024 03:23,21-12-2023 05:31,critical
Remove intermediate file from build with maven-clean-plugin,SAK-49977,67502,Bug,Resolved,Minor,Fixed,Earle Nietzel,17-04-2024 14:12,28-05-2024 18:13,17-04-2024 17:01,minor
Problem alphabetical order of the student name in the "Section info" tool,SAK-49722,67249,Bug,Closed,Major,Fixed,Victor Gomollon Martos,07-02-2024 07:03,10-03-2024 16:18,15-02-2024 07:48,major
Plus: First launch of plus site error - o.s.p.ProviderServlet.doError OIDC KeySet did not contain key id (kid),SAK-49495,67020,Bug,Closed,Blocker,Fixed,Charles R Severance,23-11-2023 09:32,29-11-2023 18:18,28-11-2023 11:11,blocker
Rubrics/Gradebook: Criterion comment don?t always display for student,SAK-50262,67789,Bug,Resolved,Major,Fixed,Sean Horner,28-06-2024 13:30,30-07-2024 12:21,30-07-2024 12:21,major
Lessons: Default placeholder not updated in Spanish,SAK-49596,67122,Bug,Closed,Major,Fixed,Miguel Pellicer,22-12-2023 06:36,10-01-2024 02:40,22-12-2023 07:05,major
Update Lombok 1.18.32,SAK-49862,67389,Bug,Closed,Major,Fixed,David Horwitz,22-03-2024 04:39,25-07-2024 23:50,22-03-2024 07:36,major
Results table is not showing all of the column data,SAK-49701,67228,Bug,Verified,Blocker,Fixed,kunaljaykam,30-01-2024 21:09,23-02-2024 21:00,08-02-2024 17:18,blocker
Assignments: Submission export break on big data set,SAK-49987,67512,Bug,Resolved,Major,Fixed,Core Team,22-04-2024 06:21,26-04-2024 13:19,26-04-2024 13:19,major
SiteInfo during site creation and after selecting a roster from cm it is not attached,SAK-49424,66948,Bug,Verified,Major,Fixed,Earle Nietzel,03-11-2023 18:11,11-03-2024 18:43,08-11-2023 10:07,major
Use SASS math function,SAK-49984,67509,Bug,Verified,Major,Fixed,kunaljaykam,20-04-2024 09:43,28-05-2024 19:36,18-05-2024 09:45,major
Library: templates.js console error,SAK-49609,67135,Bug,Verified,Minor,Fixed,Miguel Pellicer,02-01-2024 19:01,09-01-2024 13:23,09-01-2024 11:42,minor
NPE - Page with no tool in SiteHandler.java,SAK-49650,67176,Bug,Closed,Major,Fixed,Charles R Severance,18-01-2024 08:45,26-01-2024 15:53,20-01-2024 08:58,major
Update Commons Codec 1.17.0,SAK-50025,67550,Bug,Closed,Major,Fixed,David Horwitz,28-04-2024 00:22,25-07-2024 23:50,29-04-2024 04:16,major
Handle Height Setting and Auto Resize in LTI Left Nav Tool,SAK-49450,66974,Bug,Closed,Major,Duplicate,Charles R Severance,14-11-2023 06:54,14-11-2023 07:02,14-11-2023 07:01,major
Gradebook: Titles can overflow and grid can become misaligned,SAK-50094,67619,Bug,Resolved,Major,Fixed,Myles Carey,13-05-2024 15:06,25-06-2024 09:44,25-06-2024 09:44,major
Roster-View Profile: user receive "The site you requested is not available" after clicking to view a user's profile,SAK-49990,67515,Bug,Closed,Blocker,Fixed,Sam Ottenhoff,22-04-2024 20:00,14-05-2024 15:16,10-05-2024 16:25,blocker
Update Log4j 2.23.0,SAK-49781,67308,Bug,Closed,Major,Fixed,David Horwitz,22-02-2024 22:51,25-07-2024 23:48,23-02-2024 20:10,major
Webcomponents doe not compile on Windows,SAK-49669,67196,Bug,Closed,Critical,Fixed,Sam Ottenhoff,24-01-2024 04:15,09-04-2024 10:38,21-03-2024 05:42,critical
Academic Term Manager: wicket8 to wicket9 upgrade,SAK-50092,67617,Bug,Resolved,Major,Fixed,Sam Ottenhoff,13-05-2024 13:50,18-05-2024 09:38,18-05-2024 09:38,major
"Create a sakai-reorderer component, initially for rubrics.",SAK-49427,66951,Bug,Verified,Major,Fixed,Adrian Fish,06-11-2023 13:36,02-04-2024 22:46,13-11-2023 02:53,major
Plus site: cs for Dashboard need to be fixed - layout is not correct,SAK-49537,67062,Bug,Closed,Major,Fixed,Charles R Severance,02-12-2023 09:21,11-12-2023 18:52,03-12-2023 14:16,major
My Tasks Widget doesn't show student data,SAK-50026,67551,Bug,Closed,Blocker,Fixed,Earle Nietzel,28-04-2024 10:41,14-05-2024 17:47,06-05-2024 18:13,blocker
Rubrics: Placeholder text issue with editing a Criterion,SAK-49899,67427,Bug,Verified,Major,Fixed,Christopher Maurer,27-03-2024 17:45,07-06-2024 10:48,03-06-2024 09:42,major
PLUS_SUBJECT composite key is too big,SAK-49854,67381,Bug,Resolved,Major,Fixed,Charles R Severance,19-03-2024 10:56,05-04-2024 11:31,05-04-2024 11:31,major
Roster - "Admin" level user can no longer see user photo in the Roster tool,SAK-49762,67289,Bug,Closed,Major,Fixed,Sam Ottenhoff,15-02-2024 16:07,08-03-2024 12:52,21-02-2024 08:05,major
Button Manage Overview in "Home",SAK-49610,67136,Improvement,Closed,Major,Fixed,Jes? Alonso Madrid,03-01-2024 05:54,08-04-2024 17:47,24-01-2024 13:14,major
Update Apache Tomcat 9.0.85,SAK-49626,67152,Bug,Closed,Major,Fixed,David Horwitz,10-01-2024 06:51,25-07-2024 23:47,11-01-2024 11:16,major
Tests and Quizzes: Show Feedback Tab Missing in 22.x when selecting "Feedback during exam",SAK-49536,67061,Bug,Resolved,Critical,Incorporated,Core Team,01-12-2023 18:19,02-12-2023 12:31,02-12-2023 12:31,critical
Plus-samigo-iframe: focus is at the bottom of the iframe instead of the top after adding question,SAK-49503,67028,Bug,Resolved,Major,Won't Do,Charles R Severance,27-11-2023 20:45,11-06-2024 17:17,11-06-2024 17:17,major
Forums: Email notification are sent from a wrong address,SAK-49473,66997,Bug,Closed,Critical,Fixed,Miguel Pellicer,17-11-2023 06:29,29-11-2023 13:36,20-11-2023 02:21,critical
Plus: It is no longer possible to edit the site title,SAK-49653,67179,Bug,Resolved,Critical,Incorporated,Charles R Severance,18-01-2024 20:03,23-01-2024 17:38,23-01-2024 17:38,major
Archive embedded and cross-site file for Lessons content,SAK-50022,67547,Improvement,Closed,Major,Fixed,Stephen Marquard,27-04-2024 05:21,17-06-2024 20:42,06-05-2024 10:38,major
Dashboard: Highlighted announcement are not highlighted in the Announcements widget,SAK-49617,67143,Bug,Verified,Major,Fixed,Adrian Fish,06-01-2024 15:23,14-04-2024 09:49,12-01-2024 06:32,major
Lessons: Default placeholder not updated in Catalan,SAK-49817,67344,Bug,Closed,Major,Fixed,Manu Fuster,07-03-2024 09:26,19-06-2024 11:55,14-03-2024 12:34,major
"Plus: Single tool launch, portal issue",SAK-49443,66967,Bug,Resolved,Blocker,Won't Do,Charles R Severance,11-11-2023 19:10,16-11-2023 20:13,16-11-2023 19:46,blocker
LTI: NPE rg.sakaiproject.basiclti.util.SakaiBLTIUtil.getSignedPlacement(SakaiBLTIUtil.java:2123),SAK-49825,67352,Bug,Resolved,Blocker,Non-Issue,Charles R Severance,09-03-2024 11:44,13-03-2024 16:08,11-03-2024 17:55,blocker
Handle cell character limit exception for Question Pool export,SAK-50016,67541,Bug,Verified,Major,Fixed,Vicent Alfonso,26-04-2024 10:12,30-07-2024 23:54,06-05-2024 10:44,major
T&Q: Answers not aligned in MC&MS,SAK-49441,66965,Bug,Verified,Major,Fixed,Miguel Pellicer,10-11-2023 05:32,10-03-2024 21:37,13-11-2023 04:46,major
Tests & Quizzes: Safe exam Browser - Timer start after too early,SAK-49646,67172,Bug,Resolved,Major,Fixed,Markus Stetschnig,17-01-2024 06:29,28-05-2024 17:54,23-01-2024 06:39,major
Update Apache Log 1.3.0,SAK-49538,67063,Bug,Closed,Major,Fixed,David Horwitz,03-12-2023 07:40,25-07-2024 23:40,04-12-2023 05:38,major
"Plus site membership: If a student is set to inactive in the main site, their status doe not get updated in the plus site",SAK-49502,67027,Bug,Closed,Major,Fixed,Charles R Severance,27-11-2023 20:26,10-12-2023 10:07,04-12-2023 05:39,major
Test & Quizzes: Sort question text column for question pool item numerically,SAK-49622,67148,Bug,Verified,Minor,Fixed,Markus Stetschnig,09-01-2024 08:12,09-01-2024 13:39,09-01-2024 09:56,minor
Site Info: images/icons should not display in the navigation,SAK-49324,66848,Bug,Resolved,Major,Non-Issue,kunaljaykam,01-10-2023 09:17,06-02-2024 18:52,06-02-2024 18:52,major
Assignments: Some char in assignment title affect download all submission,SAK-49385,66909,Bug,Closed,Major,Fixed,Miguel Pellicer,19-10-2023 11:57,03-12-2023 07:14,28-11-2023 06:00,major
Provide permission denied error instead of stacktraces for custom role in Gradebook,SAK-49672,67199,Bug,Verified,Major,Fixed,Andrea Schmidt,24-01-2024 15:08,09-03-2024 10:45,31-01-2024 09:56,major
Elfinder: Calculating the folder size in large site cause severe performance issue,SAK-49515,67040,Bug,Closed,Major,Fixed,Miguel Pellicer,29-11-2023 06:35,05-04-2024 12:15,09-01-2024 09:17,major
Update Apache httpcore 5.2.3 & httpclient 5.2.3,SAK-49552,67077,Bug,Closed,Major,Fixed,David Horwitz,07-12-2023 06:42,30-05-2024 14:06,07-12-2023 09:08,major
Plus: Gradebook improve logging message for Plus Events,SAK-49612,67138,Bug,Resolved,Major,Fixed,Charles R Severance,03-01-2024 18:35,30-05-2024 19:26,02-04-2024 10:46,major
Reduce excessive message in console output from sakai-lti-advantage.js,SAK-50060,67585,Bug,Closed,Major,Fixed,Matthew Jones,05-05-2024 14:58,19-07-2024 18:50,06-05-2024 10:45,major
Remove DBCP And Tomcat JDBC,SAK-49908,67436,Sub-task,Resolved,Major,Fixed,Core Team,29-03-2024 10:24,03-04-2024 15:29,03-04-2024 15:29,major
signup doe not use portal.cdn.version,SAK-49606,67132,Bug,Closed,Critical,Fixed,Christopher Maurer,31-12-2023 16:26,07-03-2024 15:40,11-01-2024 11:18,critical
T&Q: Editing a published timed assessment doe not inform student,SAK-49553,67078,Bug,Closed,Major,Won't Fix,Miguel Pellicer,07-12-2023 07:18,14-12-2023 09:18,07-12-2023 07:34,major
Grader: Cannot load submission,SAK-49570,67095,Bug,Resolved,Blocker,Duplicate,Earle Nietzel,12-12-2023 09:17,14-12-2023 08:58,13-12-2023 15:24,blocker
Tests & Quizzes: Safe exam Browser - Access denied on repeated attempt (with special DB),SAK-49642,67168,Bug,Resolved,Major,Fixed,Markus Stetschnig,16-01-2024 08:19,28-05-2024 17:53,16-01-2024 11:16,major
EntityManager is adding non loadable entity by producer to unresolvable root cache,SAK-49975,67500,Bug,Verified,Major,Fixed,Earle Nietzel,17-04-2024 11:57,18-04-2024 18:59,17-04-2024 14:18,major
Private Messages: Add a mailto link to the email footer,SAK-49525,67050,Improvement,Verified,Minor,Fixed,Manu Fuster,30-11-2023 09:41,11-01-2024 07:30,09-01-2024 09:18,minor
Update Apache common compress 1.26.0,SAK-49791,67318,Bug,Closed,Major,Fixed,David Horwitz,26-02-2024 23:43,25-07-2024 23:48,27-02-2024 11:23,major
Discussions/Rubrics: Criteria won?t expand in Criteria Summary,SAK-49389,66913,Bug,Closed,Major,Fixed,Christopher Maurer,19-10-2023 17:28,12-03-2024 13:26,06-02-2024 11:25,major
T&Q: Publishing an assessment with attachment without access throw an error,SAK-49542,67067,Bug,Closed,Minor,Fixed,Miguel Pellicer,04-12-2023 05:01,16-01-2024 20:51,05-12-2023 02:57,minor
ckEditor: enabled dark mode result in a white line between toolbar and content,SAK-49940,67466,Bug,Verified,Minor,Fixed,kunaljaykam,08-04-2024 06:53,30-07-2024 23:38,12-04-2024 10:15,minor
"Announcements: If any Announcements are set to Highlighted, then editing an existing Announcement will pre-set the ""Highlight"" option to be enabled",SAK-49637,67163,Bug,Resolved,Major,Cannot Reproduce,Core Team,12-01-2024 14:44,29-07-2024 18:58,29-06-2024 17:10,major
Library - npm update autoprefixer,SAK-50001,67526,Bug,Resolved,Major,Fixed,kunaljaykam,24-04-2024 03:16,28-05-2024 18:12,25-04-2024 09:01,major
Assignments: Correct the format of Similarity Reports in the Grader,SAK-49863,67390,Bug,Closed,Minor,Fixed,Manu Fuster,22-03-2024 07:46,11-05-2024 11:15,09-05-2024 16:10,major
Enforce no duplicate dependency in Maven pom.xml,SAK-49739,67266,Bug,Resolved,Major,Fixed,Sam Ottenhoff,12-02-2024 16:02,13-02-2024 19:15,13-02-2024 11:28,major
Polls tool doe not implement cleanup (replace) for import,SAK-49793,67320,Bug,Verified,Major,Fixed,Christopher Maurer,27-02-2024 23:15,17-03-2024 17:00,29-02-2024 16:59,major
Rubrics: Max point do not display for imported rubric,SAK-50052,67577,Bug,Closed,Major,Fixed,Sean Horner,02-05-2024 13:31,14-05-2024 19:22,03-05-2024 13:27,major
Tasks widget in the account panel should be disabled if task are disabled in dashboard,SAK-50028,67553,Bug,Closed,Major,Fixed,Earle Nietzel,29-04-2024 14:08,08-05-2024 09:07,02-05-2024 19:55,major
Note that the "External Tool" only support LTI 1.1,SAK-49539,67064,Bug,Closed,Minor,Fixed,Charles R Severance,03-12-2023 16:01,10-12-2023 10:06,04-12-2023 05:37,minor
Use XML 1.1 serialization in BasicSerializableRepository,SAK-49813,67340,Task,Closed,Major,Fixed,Stephen Marquard,05-03-2024 04:15,02-06-2024 11:26,05-03-2024 12:08,major
T&Q Ability to print the full exam on the same page,SAK-49464,66988,Feature Request,Verified,Minor,Fixed,Miguel Pellicer,16-11-2023 11:21,21-11-2023 00:17,16-11-2023 13:51,minor
Dropbox: Notifications doe not respect group,SAK-49555,67080,Improvement,Closed,Major,Non-Issue,Miguel Pellicer,07-12-2023 10:31,14-12-2023 09:18,07-12-2023 10:36,major
Archive site realm provider,SAK-50020,67545,Task,Closed,Major,Fixed,Stephen Marquard,27-04-2024 04:01,04-06-2024 19:11,30-04-2024 11:04,major
LTI Assignments: Unable to view submission when using the arrow to move between student when grading,SAK-49323,66847,Bug,Closed,Critical,Fixed,Charles R Severance,30-09-2023 11:32,19-07-2024 18:27,25-06-2024 10:25,critical
View As - Unpublished site tool are not listed in menu,SAK-49689,67216,Bug,Verified,Major,Fixed,Earle Nietzel,29-01-2024 08:01,21-04-2024 10:21,06-02-2024 10:43,major
update Apache Commons Text 1.11.0,SAK-49414,66938,Bug,Closed,Major,Fixed,David Horwitz,31-10-2023 05:57,25-07-2024 23:40,31-10-2023 11:49,major
Lessons: Subpage with illegal character modal freeze,SAK-49453,66977,Bug,Closed,Major,Fixed,Charles R Severance,15-11-2023 12:07,25-11-2023 13:54,15-11-2023 18:22,major
Rubrics: Can not grade if Adjust Scores is selected,SAK-50073,67598,Bug,Verified,Blocker,Fixed,Sean Horner,08-05-2024 09:32,17-07-2024 11:01,16-07-2024 13:46,blocker
Lessons: Deleting a subpage doe not display any confirmation,SAK-49511,67036,Bug,Closed,Critical,Fixed,Miguel Pellicer,29-11-2023 02:51,08-01-2024 14:24,13-12-2023 08:54,critical
Lessons: Embedded PDFs don't use the full width,SAK-49577,67102,Bug,Verified,Critical,Fixed,Miguel Pellicer,15-12-2023 05:46,18-12-2023 03:10,15-12-2023 06:20,critical
Site Info: Students are able to join/leave a Joinable Set after the Close Date end,SAK-50008,67533,Bug,Verified,Major,Fixed,Vicent Alfonso,25-04-2024 02:30,25-06-2024 10:36,12-06-2024 06:00,major
CKEditor: Add FmathEditor plugin to the editor,SAK-49520,67045,Feature Request,Closed,Major,Fixed,Miguel Pellicer,30-11-2023 03:38,06-03-2024 11:14,20-12-2023 03:51,major
Site Overview: Blockquoted text doe not display,SAK-50244,67771,Bug,Closed,Major,Fixed,Mark Golbeck,23-06-2024 12:37,17-07-2024 04:47,26-06-2024 11:48,major
Update UnboundID LDAP SDK for Java 6.0.10,SAK-49362,66886,Bug,Closed,Major,Fixed,David Horwitz,13-10-2023 08:16,25-07-2024 23:39,13-10-2023 08:56,major
Rationalize the tool automatically created in the !admin and ~admin site,SAK-50189,67716,Bug,Verified,Major,Fixed,Charles R Severance,04-06-2024 08:47,21-07-2024 09:10,06-06-2024 19:11,major
Assignments: Sakai Grader screen unavailable.,SAK-49695,67222,Bug,Verified,Blocker,Fixed,Earle Nietzel,30-01-2024 09:11,14-02-2024 21:11,14-02-2024 21:11,blocker
Upgrade Sitemembers and Sitedescription widget to Wicket 9,SAK-50140,67665,Bug,Resolved,Major,Fixed,Sam Ottenhoff,24-05-2024 10:29,28-05-2024 12:57,28-05-2024 11:35,major
Content: folder not appearing in zip downloads,SAK-49772,67299,Bug,Closed,Critical,Fixed,Core Team,20-02-2024 04:33,10-03-2024 11:15,28-02-2024 06:37,critical
Can't comment on a conversation post. Nothing happens and there is a console error.,SAK-49890,67417,Bug,Verified,Major,Fixed,Adrian Fish,26-03-2024 13:40,06-04-2024 09:34,27-03-2024 06:49,major
Tests & Quizzes: Error on publishing test without viewing setting,SAK-49489,67013,Bug,Closed,Critical,Fixed,Sam Ottenhoff,21-11-2023 16:42,10-03-2024 19:13,08-02-2024 18:07,critical
"SakaiPlus - plus.provider.enabled - sakai.properties, README.md, and kernel BLTI value differ",SAK-49954,67480,Bug,Resolved,Major,Fixed,Charles R Severance,11-04-2024 16:24,26-04-2024 13:44,26-04-2024 13:44,major
Assignments: Moment is Broken in Grader,SAK-50306,67833,Bug,Verified,Major,Fixed,Adrian Fish,18-07-2024 07:40,24-07-2024 17:52,24-07-2024 09:01,major
Postem: Hitting cancel when adding a new feedback file take you out to the site overview,SAK-50270,67797,Bug,Closed,Major,Fixed,Christopher Maurer,29-06-2024 20:47,17-07-2024 02:47,01-07-2024 13:50,major
LTI Update Windows Post Message Documentation,SAK-50277,67804,Improvement,Closed,Minor,Fixed,Charles R Severance,04-07-2024 11:34,04-07-2024 13:21,04-07-2024 13:16,minor
Discussions: Author profile popups do not display,SAK-49927,67454,Bug,Resolved,Major,Fixed,Sam Ottenhoff,03-04-2024 13:41,29-07-2024 23:42,03-04-2024 17:24,major
Profile: SAKAI_LOCKS_INDEX error a soon a user click on Profile from their home page,SAK-49991,67516,Bug,Closed,Blocker,Fixed,Earle Nietzel,22-04-2024 20:06,10-05-2024 10:59,06-05-2024 10:37,blocker
Private Messages: When a new PM is sent report the sendEmail option to the event,SAK-49470,66994,Feature Request,Verified,Minor,Fixed,Miguel Pellicer,17-11-2023 03:05,08-01-2024 08:00,20-11-2023 02:57,minor
Update Apache Commons IO 2.14.0,SAK-49327,66851,Bug,Closed,Major,Fixed,David Horwitz,02-10-2023 00:58,25-07-2024 23:38,09-10-2023 12:20,major
Site Info: View Membership link for group missing,SAK-49822,67349,Bug,Resolved,Major,Duplicate,kunaljaykam,08-03-2024 16:45,26-04-2024 02:34,14-03-2024 19:29,major
Grades widget for student: grade not displaying for tool external to the GB,SAK-50096,67621,Bug,Verified,Blocker,Fixed,Core Team,13-05-2024 18:48,17-05-2024 19:15,16-05-2024 18:46,blocker
"The discussions/forums dashboard widget show the total for all a user's sites, even if there have been no new message or forum post",SAK-50223,67750,Bug,Closed,Major,Fixed,Adrian Fish,17-06-2024 11:26,17-07-2024 04:35,20-06-2024 02:58,major
Lessons: Reorder item preview modal close button not working,SAK-49776,67303,Bug,Closed,Major,Fixed,Myles Carey,21-02-2024 19:56,10-03-2024 15:50,27-02-2024 11:23,major
"Content: Cannot download ZIP file for site with comma, colon or semicolon in the title",SAK-49508,67033,Bug,Closed,Critical,Fixed,Christopher Maurer,28-11-2023 09:52,20-02-2024 04:34,11-01-2024 11:25,critical
Gradebook grade_type ordinal start from 0 instead of 1,SAK-49584,67110,Bug,Closed,Major,Fixed,Earle Nietzel,19-12-2023 12:35,29-02-2024 19:15,20-12-2023 10:49,major
The "Access: exam_name" group is not created in Lessons with prerequisite unless a teacher navigates through the involved Lessons first. The exam remains inaccessible.,SAK-49339,66863,Bug,Closed,Major,Fixed,Vicent Alfonso,05-10-2023 07:07,30-01-2024 19:42,21-12-2023 11:25,major
"""u"" or ""d"" cannot be entered a Tool Title",SAK-49909,67437,Bug,Closed,Major,Fixed,Matthew Jones,29-03-2024 11:41,18-04-2024 03:03,08-04-2024 11:50,major
Library Fix Sass Deprecation Warnings,SAK-50253,67780,Bug,Resolved,Major,Fixed,kunaljaykam,25-06-2024 03:00,29-06-2024 18:02,26-06-2024 11:47,major
Update Lombok 1.18.30,SAK-49363,66887,Bug,Closed,Minor,Fixed,David Horwitz,13-10-2023 08:24,25-07-2024 23:39,13-10-2023 08:57,minor
Autoremoval of folder is not working with the new permission,SAK-49483,67007,Bug,Closed,Major,Fixed,Daniel Merino,20-11-2023 08:59,19-06-2024 11:59,13-12-2023 03:42,major
Conversations: o.h.e.j.s.SqlExceptionHelper.logExceptions (conn=3719) Duplicate entry,SAK-49845,67372,Bug,Closed,Major,Fixed,Earle Nietzel,16-03-2024 12:11,05-06-2024 18:25,03-04-2024 15:21,major
Samigo: Deleting group linked to draft asessment creates orphan in database,SAK-49697,67224,Bug,Resolved,Major,Fixed,Andrea Schmidt,30-01-2024 12:05,20-02-2024 11:46,13-02-2024 11:40,major
EmailService: Bind email property into simple value,SAK-49574,67099,Improvement,Verified,Blocker,Fixed,Manu Fuster,14-12-2023 06:07,02-04-2024 10:07,08-01-2024 02:41,blocker
Assignment: Grade Submission doe not fit correctly while scrolling,SAK-49752,67279,Bug,Resolved,Minor,Non-Issue,Earle Nietzel,12-02-2024 23:02,15-02-2024 19:48,15-02-2024 19:48,minor
Handle Height Setting and Auto Resize in LTI Left Nav Tool,SAK-49451,66975,Bug,Closed,Major,Fixed,Charles R Severance,14-11-2023 06:58,03-12-2023 16:39,14-11-2023 14:06,major
Link migration not working for Peer Assignment instruction,SAK-50325,67852,Bug,Resolved,Major,Fixed,Vicent Alfonso,24-07-2024 09:15,30-07-2024 10:00,30-07-2024 09:59,major
"View As: When the instructor enters View As student and launch the chat, o.s.p.l.SakaiProxyImpl.ensureUuid User error fill up the server log",SAK-49745,67272,Bug,Closed,Major,Fixed,Sam Ottenhoff,12-02-2024 20:24,12-04-2024 12:12,25-03-2024 14:18,major
Gradebook: Grade Rubric option unavailable for hidden item scenario,SAK-49387,66911,Bug,Closed,Critical,Fixed,Sean Horner,19-10-2023 14:17,08-04-2024 19:11,19-03-2024 12:02,critical
Wiki: Group support - jquery console error,SAK-50088,67613,Bug,Verified,Major,Fixed,Bernardo Garcia Vila,12-05-2024 11:15,18-05-2024 18:51,14-05-2024 11:03,major
Replace the getters and setter in the content hosting service with annotations.,SAK-49808,67335,Improvement,Resolved,Minor,Fixed,Adrian Fish,04-03-2024 12:17,24-03-2024 09:06,05-03-2024 15:35,minor
Incorrect sort on Submission Status -> Date,SAK-49428,66952,Bug,Closed,Major,Fixed,Andrea Schmidt,06-11-2023 14:14,03-12-2023 07:05,08-11-2023 10:08,major
Assignments > Add Submission History and Submission Timestamps to Grader,SAK-49836,67363,Feature Request,Closed,Critical,Fixed,Adrian Fish,13-03-2024 18:39,15-05-2024 11:57,12-04-2024 10:44,major
LTI: Stacktrace when trying to add a Learning App in Lessons,SAK-49345,66869,Bug,Closed,Blocker,Fixed,Charles R Severance,07-10-2023 11:36,22-06-2024 00:09,17-10-2023 10:59,blocker
Rubric sorting by date doe not work correctly,SAK-49924,67451,Bug,Resolved,Major,Fixed,Sam Ottenhoff,03-04-2024 12:47,03-04-2024 14:21,03-04-2024 14:21,major
Updated Help content for 23.2,SAK-50091,67616,Bug,Closed,Blocker,Fixed,Sam Ottenhoff,13-05-2024 11:46,17-05-2024 14:47,15-05-2024 13:31,blocker
New property to set default site publish behavior,SAK-49676,67203,Feature Request,Closed,Major,Fixed,Core Team,25-01-2024 12:27,29-07-2024 18:42,18-07-2024 09:36,major
Site Info: View section membership table not contained inside pop-up,SAK-49830,67357,Bug,Verified,Major,Fixed,kunaljaykam,11-03-2024 19:06,27-04-2024 19:55,26-04-2024 13:41,major
LTI: Editor Shopping Cart Dialog show tool that don't support resource link launch in top half of dialog,SAK-50205,67732,Bug,Closed,Major,Fixed,Charles R Severance,09-06-2024 09:45,14-06-2024 21:56,09-06-2024 14:05,major
Admin home: typo in link on home page,SAK-50234,67761,Bug,Verified,Minor,Fixed,Prithvijit Dasgupta,19-06-2024 17:42,11-07-2024 17:29,11-07-2024 17:29,major
Profile: ckeditor standard version console error - This CKEditor 4.22.1 (Standard) version is not secure.,SAK-50273,67800,Bug,Closed,Critical,Fixed,Matthew Jones,02-07-2024 19:07,30-07-2024 17:42,07-07-2024 19:22,critical
Sort attachment by name,SAK-49721,67248,Improvement,Verified,Major,Fixed,Daniel Merino,07-02-2024 06:32,10-03-2024 16:34,08-02-2024 17:21,major
Update Joda-time 2.12.6,SAK-49619,67145,Bug,Closed,Minor,Fixed,David Horwitz,08-01-2024 01:28,25-07-2024 23:47,09-01-2024 00:18,minor
Update Apache CXF 3.6.3,SAK-49859,67386,Bug,Closed,Major,Fixed,David Horwitz,21-03-2024 03:00,25-07-2024 23:49,21-03-2024 16:11,major
"When selecting attachment only in an assignment, the grader still show ""Inline Submission"" in the gradable area",SAK-49390,66914,Bug,Verified,Major,Fixed,Adrian Fish,20-10-2023 04:37,02-04-2024 22:41,20-10-2023 09:05,major
