Summary,Issue key,Issue id,Issue Type,Status,Priority,Resolution,Assignee,Created,Updated,Resolved,Predicted Priority
LTI Remove the "allow settings" checkbox from the New Tool UI,SAK-50278,67805,Improvement,Verified,Minor,Fixed,Charles R Severance,07-07-2024 14:07,08-07-2024 17:54,07-07-2024 23:00,minor
T&Q: Clearer instruction when the assessment is being edited,SAK-49481,67005,Feature Request,Closed,Minor,Won't Do,Miguel Pellicer,20-11-2023 05:48,10-01-2024 03:10,14-12-2023 04:56,major
PA System pop up text color need more contrast in Dark Mode,SAK-49795,67322,Bug,Closed,Major,Fixed,Austin,28-02-2024 14:07,19-06-2024 11:57,18-03-2024 06:36,major
Update Apache Common Codec 1.16.1,SAK-49734,67261,Bug,Closed,Major,Fixed,Core Team,12-02-2024 04:33,30-07-2024 12:44,12-02-2024 15:40,major
Update Apache Commons IO 2.15.1,SAK-49541,67066,Bug,Closed,Major,Fixed,David Horwitz,03-12-2023 23:15,25-07-2024 23:40,04-12-2023 05:36,major
Syllabus tool > Add > Create Syllabus Items by number of items/dates> Additional option disappear when forgetting to input a title,SAK-49683,67210,Bug,Closed,Critical,Fixed,Andrea Schmidt,26-01-2024 20:13,09-03-2024 10:51,05-02-2024 11:26,critical
Courses not automatically pinned for instructor until they log out and back in,SAK-49942,67468,Bug,Closed,Major,Fixed,Earle Nietzel,08-04-2024 19:26,26-05-2024 20:33,09-04-2024 16:14,major
Assignments: Extension submit btn is disabled if instructor used 'Save' a opposed to 'Save and Release to Student',SAK-49527,67052,Bug,Verified,Major,Fixed,Earle Nietzel,30-11-2023 13:14,02-06-2024 12:37,23-03-2024 20:09,major
Apply lit-analyzer to all of the webcomponents,SAK-49433,66957,Improvement,Verified,Major,Fixed,Adrian Fish,07-11-2023 10:11,02-04-2024 10:07,05-12-2023 02:51,major
Assignments: Improve performance and UX of Assignments by student view,SAK-49998,67523,Feature Request,Resolved,Major,Fixed,Markus Stetschnig,23-04-2024 10:34,03-06-2024 12:03,03-06-2024 12:03,major
LTI: External tool not working in ckeditor - bootstrap is not defined,SAK-50202,67729,Bug,Closed,Blocker,Incorporated,Charles R Severance,07-06-2024 22:10,13-06-2024 16:52,13-06-2024 16:51,blocker
Error with some Microsoft request,SAK-50003,67528,Bug,Resolved,Critical,Fixed,Francisco Saez,24-04-2024 07:31,28-05-2024 18:11,26-04-2024 13:17,critical
Assignments: Ungraded assignment with rubric should have blank Grade field,SAK-50017,67542,Bug,Closed,Major,Fixed,Sean Horner,26-04-2024 13:30,09-07-2024 10:33,25-06-2024 10:43,major
User Activity Report incorrectly say student submission read wa "Instructor on behalf of",SAK-49335,66859,Bug,Resolved,Major,Duplicate,Earle Nietzel,03-10-2023 17:02,09-10-2023 15:17,09-10-2023 15:17,major
LTI - Remove k1 / pre-k1 cruft from portlet-util,SAK-50313,67840,Bug,Verified,Minor,Fixed,Charles R Severance,20-07-2024 10:29,30-07-2024 18:39,20-07-2024 11:55,minor
Syllabus: Unable to remove attached file,SAK-49620,67146,Bug,Closed,Critical,Fixed,Core Team,08-01-2024 09:20,19-01-2024 10:20,14-01-2024 11:45,critical
Samigo: Export pool and clicking Cancel display a console error - SPNR is not defined,SAK-49354,66878,Bug,Verified,Major,Fixed,Jesus Maria Mendez Perez,09-10-2023 19:03,20-05-2024 11:42,10-10-2023 03:06,major
"When creating an assignment, the use rubric radio button is always selected. You have to deselect it or you automatically pick the first rubric in the list.",SAK-50192,67719,Bug,Closed,Major,Fixed,Adrian Fish,05-06-2024 05:31,17-07-2024 04:25,05-06-2024 09:23,major
"LTI: When selecting only Lessons for placements, when an instructor creates a course, the LTI tool is listed under Manage Tools",SAK-49661,67187,Bug,Closed,Critical,Fixed,Charles R Severance,20-01-2024 11:27,09-04-2024 19:41,18-03-2024 12:05,major
Update UnboundID LDAP SDK for Java 7.0.1,SAK-50299,67826,Bug,Resolved,Major,Fixed,David Horwitz,16-07-2024 01:30,17-07-2024 09:15,16-07-2024 13:35,major
Assignments: value on student submission screen being shown on wrong line,SAK-49959,67484,Bug,Resolved,Major,Fixed,Bernardo Garcia Vila,12-04-2024 06:44,29-07-2024 23:56,12-04-2024 10:39,major
Tests & Quizzes: Pagination on Total Scores page is not active on initial page load,SAK-50254,67781,Bug,Resolved,Major,Fixed,Christopher Maurer,25-06-2024 09:30,30-07-2024 10:04,30-07-2024 10:04,major
"Clean up LTI Placements, add Site Navigation Placement (i.e. left nav)",SAK-49540,67065,Bug,Closed,Major,Fixed,Charles R Severance,03-12-2023 16:17,07-07-2024 13:43,16-01-2024 11:43,major
Lessons: Cannot reorder item when some item have null sakaiId,SAK-49364,66888,Bug,Resolved,Blocker,Fixed,Miguel Pellicer,13-10-2023 08:38,22-11-2023 14:34,13-10-2023 11:28,blocker
Realms Improve performance in Oracle,SAK-49463,66987,Improvement,Closed,Major,Fixed,Miguel Pellicer,16-11-2023 11:04,05-01-2024 10:02,16-11-2023 13:49,major
Dashboard: java.sql.SQLIntegrityConstraintViolationException and java.io.FileNotFoundException,SAK-49829,67356,Bug,Resolved,Blocker,Cannot Reproduce,Adrian Fish,11-03-2024 18:30,22-03-2024 21:06,22-03-2024 21:06,blocker
Update Apache common lang 3.14.0,SAK-49504,67029,Bug,Closed,Major,Fixed,David Horwitz,27-11-2023 22:25,05-02-2024 07:24,28-11-2023 01:49,major
Update Apache httpclient 5.3.1,SAK-49702,67229,Bug,Closed,Major,Fixed,David Horwitz,31-01-2024 00:05,25-07-2024 23:47,31-01-2024 02:58,major
"Gradebook > Grade Release Rules > Points: Highlight color of preview need to be adjusted, dark mode is unreadable",SAK-49357,66881,Bug,Closed,Major,Fixed,kunaljaykam,10-10-2023 17:38,04-11-2023 09:15,20-10-2023 09:06,major
Joinable Sets: Display a message when the group is full,SAK-49417,66941,Bug,Resolved,Minor,Fixed,Miguel Pellicer,02-11-2023 08:31,31-05-2024 06:59,02-11-2023 12:21,minor
Long URLs generated by "Link" button have no protocol / Shortened URLs dont work,SAK-49602,67128,Bug,Verified,Major,Fixed,kunaljaykam,29-12-2023 13:41,11-01-2024 15:50,11-01-2024 11:14,major
"Mailsender: No user displaying for roles, unable to send email",SAK-49786,67313,Bug,Verified,Critical,Fixed,Christopher Maurer,25-02-2024 17:13,07-04-2024 08:13,26-02-2024 11:47,critical
Conversations: user cannot edit topic unless console error are present,SAK-49844,67371,Bug,Verified,Blocker,Fixed,Adrian Fish,16-03-2024 11:35,03-04-2024 23:54,22-03-2024 17:17,major
Gradebook: Quick Fix view doe not adapt to percentage entry,SAK-49837,67364,Bug,Closed,Major,Fixed,Sean Horner,13-03-2024 18:48,04-04-2024 16:47,14-03-2024 11:54,major
Antisamy configs should allow tel: link because CKEditor allows them,SAK-49671,67198,Bug,Closed,Major,Fixed,Core Team,24-01-2024 12:41,30-01-2024 19:17,25-01-2024 08:41,major
Create site from template with "Continue with no roster" end up in stacktrace,SAK-49373,66897,Bug,Closed,Major,Fixed,Andrea Schmidt,16-10-2023 16:08,07-12-2023 19:31,18-10-2023 10:06,major
Samigo - NullPointerException uploading attachment from Question Scores page,SAK-49757,67284,Bug,Closed,Major,Fixed,Core Team,13-02-2024 21:17,04-06-2024 18:57,21-03-2024 08:40,major
Update Apache Poi 5.2.4,SAK-49322,66846,Bug,Closed,Major,Fixed,David Horwitz,30-09-2023 08:30,25-07-2024 23:38,09-10-2023 12:42,major
"Assignments-Grader-Rubrics: Adding a comment ha the pop-up too far to the right, Done button is cut off",SAK-49370,66894,Bug,Closed,Blocker,Fixed,Adrian Fish,15-10-2023 11:12,24-04-2024 12:57,31-10-2023 10:28,blocker
Assignments: Unable to swap between file in Grader,SAK-49658,67184,Bug,Resolved,Blocker,Duplicate,Earle Nietzel,19-01-2024 15:59,24-01-2024 08:04,24-01-2024 03:16,blocker
Add widget: dark mode issue,SAK-49585,67111,Bug,Verified,Major,Fixed,Adrian Fish,19-12-2023 15:50,02-04-2024 18:29,28-12-2023 08:56,major
Grader: Retaining comment from previous student,SAK-49718,67245,Bug,Closed,Blocker,Fixed,Adrian Fish,06-02-2024 17:59,17-05-2024 17:59,15-05-2024 11:32,blocker
Messages. Error when moving a message to a different folder,SAK-49377,66901,Bug,Closed,Major,Fixed,Jesus Maria Mendez Perez,18-10-2023 07:10,08-11-2023 12:23,19-10-2023 05:13,major
LTI13 should provide more SCOPEs in JWT,SAK-49855,67382,Bug,Resolved,Major,Fixed,Charles R Severance,19-03-2024 14:13,25-04-2024 19:07,19-03-2024 20:57,major
Cannot Add External Tool (LTI 1.1) a an Assignment Type,SAK-49944,67470,Bug,Closed,Critical,Fixed,Charles R Severance,09-04-2024 16:52,22-06-2024 00:11,10-06-2024 18:53,critical
Site Info: Auto Groups Select Rosters doe not follow dark mode,SAK-50249,67776,Bug,Resolved,Minor,Cannot Reproduce,Core Team,24-06-2024 15:11,30-06-2024 08:54,30-06-2024 08:54,major
Gradebook misalignment with very long category name,SAK-49828,67355,Bug,Closed,Major,Fixed,Sam Ottenhoff,11-03-2024 15:04,19-06-2024 11:36,12-03-2024 10:46,major
Sections: Restrict switching from manual to externally managed section to instructor,SAK-49513,67038,Feature Request,Verified,Major,Fixed,Miguel Pellicer,29-11-2023 05:09,08-01-2024 08:01,14-12-2023 07:18,major
Wiki: Side bar text is not readable.,SAK-49882,67409,Bug,Resolved,Minor,Incorporated,Matthew Jones,24-03-2024 16:41,30-03-2024 15:57,30-03-2024 15:57,minor
Tests & Quizzes: Safe exam Browser - Allow input of config key for uploaded SEB config file,SAK-49651,67177,Feature Request,Resolved,Major,Fixed,Markus Stetschnig,18-01-2024 09:48,29-05-2024 02:30,23-01-2024 06:43,major
Add JMP mime type,SAK-49736,67263,Bug,Closed,Major,Fixed,Sam Ottenhoff,12-02-2024 12:13,10-03-2024 15:55,12-02-2024 15:54,major
Question Pool: calculated question solution cancel button console error,SAK-50075,67600,Bug,Verified,Major,Fixed,Sam Ottenhoff,08-05-2024 19:10,22-05-2024 19:03,20-05-2024 14:20,major
Assignments List: Filter assignment by group,SAK-50218,67745,Bug,Resolved,Major,Fixed,Manu Fuster,14-06-2024 07:11,29-07-2024 21:29,19-06-2024 14:17,major
Plus: membership not updated for removed student on plus site,SAK-49530,67055,Bug,Verified,Blocker,Non-Issue,Charles R Severance,30-11-2023 20:19,02-12-2023 11:53,01-12-2023 11:59,major
"LTI-Assignments: Add push notification when grading, so the SakaiGrader get updated comment",SAK-50329,67856,Bug,Verified,Major,Fixed,Charles R Severance,25-07-2024 22:51,28-07-2024 19:52,26-07-2024 00:13,minor
Assignments-Grader: Console error a soon a the instructor enters a grade - Cannot read property of undefined (reading 'match'),SAK-49401,66925,Bug,Closed,Major,Fixed,Christopher Maurer,24-10-2023 19:06,14-12-2023 17:41,30-10-2023 10:21,major
"Assignments-Sakai Grader: The ability is present in the Sakai Grader to use the curly brace for instructor feedback on inline submissions, but there are no instruction",SAK-49572,67097,Bug,Closed,Blocker,Fixed,Earle Nietzel,13-12-2023 06:44,15-12-2023 17:05,14-12-2023 15:46,blocker
Announcements: Access option reset after returning from attachment view with anon role enabled,SAK-50227,67754,Bug,Verified,Minor,Fixed,Core Team,18-06-2024 05:03,29-06-2024 18:16,19-06-2024 02:51,minor
Tests & Quizzes: Markup text test error on publish,SAK-49487,67011,Bug,Resolved,Major,Incorporated,Core Team,21-11-2023 16:19,27-11-2023 16:17,27-11-2023 16:17,major
Grader: Rubrics don't show comment until saved,SAK-50160,67686,Bug,Resolved,Major,Cannot Reproduce,Adrian Fish,28-05-2024 11:13,10-07-2024 11:12,03-06-2024 12:06,major
Assignments Progress Bar doe not handle resubmission correctly,SAK-49848,67375,Bug,Resolved,Major,Fixed,Sam Ottenhoff,18-03-2024 14:15,30-07-2024 13:11,03-04-2024 15:18,major
Update Lombok 1.18.34,SAK-50271,67798,Bug,Resolved,Major,Fixed,David Horwitz,01-07-2024 11:53,02-07-2024 18:28,01-07-2024 13:40,major
T&Q Include the editor in the student's rationale (Multiple Choice),SAK-49474,66998,Feature Request,Closed,Minor,Won't Fix,Miguel Pellicer,17-11-2023 07:59,09-01-2024 09:35,09-01-2024 09:35,minor
Overview: View Site As drop-down missing,SAK-49731,67258,Bug,Verified,Major,Fixed,Matthew Jones,11-02-2024 10:45,29-07-2024 18:39,08-04-2024 11:43,major
T&Q: Duplicate control in SAM Lite,SAK-49478,67002,Feature Request,Verified,Minor,Fixed,Manu Fuster,20-11-2023 03:53,10-01-2024 07:25,09-01-2024 07:46,minor
Plus: Launching Tests & Quizzes a a single tool - tutorial issue,SAK-49444,66968,Bug,Closed,Blocker,Fixed,Charles R Severance,12-11-2023 11:33,21-11-2023 14:39,13-11-2023 16:24,blocker
T&Q: Report an event when an instructor allows assessment retake,SAK-49459,66983,Feature Request,Verified,Minor,Fixed,Miguel Pellicer,16-11-2023 10:07,08-01-2024 07:59,17-11-2023 02:20,minor
Sitestats: Improve presence time after midnight,SAK-49556,67081,Improvement,Verified,Major,Fixed,Miguel Pellicer,07-12-2023 10:56,08-01-2024 08:06,11-12-2023 05:43,major
Kernel test not running if maven auto detects junit5 on the classpath,SAK-50105,67630,Bug,Resolved,Major,Fixed,Earle Nietzel,15-05-2024 12:48,28-05-2024 17:57,15-05-2024 14:44,major
Test and quizzes: Redirection go back to the main page.,SAK-49600,67126,Bug,Resolved,Major,Duplicate,kunaljaykam,29-12-2023 11:39,24-03-2024 14:22,24-03-2024 14:22,major
NPE viewing dashboard containing announcement merged from site user isn't a member of,SAK-49341,66865,Bug,Closed,Major,Fixed,Andrea Schmidt,05-10-2023 15:22,04-11-2023 11:22,18-10-2023 09:59,major
Remove the Styleable feature,SAK-50221,67748,Task,Resolved,Major,Fixed,Charles R Severance,15-06-2024 11:59,03-07-2024 17:55,15-06-2024 17:52,major
Avoid enter parenthesis from instructor while operating with global variable,SAK-49592,67118,Bug,Verified,Major,Fixed,Jesus Maria Mendez Perez,21-12-2023 05:05,17-01-2024 14:38,09-01-2024 05:48,major
Further plugin update from Maven 3.9.2 related to plugin validation,SAK-49730,67257,Bug,Resolved,Major,Fixed,Matthew Jones,10-02-2024 14:48,28-05-2024 17:52,29-02-2024 17:18,major
Lessons: Bulk Edit Subpage button missing,SAK-49773,67300,Bug,Closed,Major,Fixed,Matthew Jones,21-02-2024 10:45,14-05-2024 18:41,06-05-2024 10:47,major
"In Conversations, Good Post and Reactions don't work on reply to a topic",SAK-50304,67831,Bug,Resolved,Major,Duplicate,Adrian Fish,17-07-2024 14:09,26-07-2024 11:44,18-07-2024 19:19,major
Support the Canvas module_meta.xml new_tab feature in Sakai's IMS CC Import,SAK-49641,67167,Bug,Closed,Major,Fixed,Charles R Severance,15-01-2024 23:39,30-07-2024 18:12,26-03-2024 12:31,major
Show archive download zip in reverse date order,SAK-50120,67645,Task,Closed,Major,Fixed,Stephen Marquard,19-05-2024 12:15,09-06-2024 10:07,20-05-2024 14:27,major
Polls: Allow instructor to vote infinitely,SAK-49532,67057,Feature Request,Closed,Minor,Won't Do,Miguel Pellicer,01-12-2023 03:52,14-12-2023 09:17,13-12-2023 08:12,minor
"change behavior of Reset on Redirect page so that it clear url, but requires a Save to confirm the change",SAK-49712,67239,Bug,Closed,Major,Fixed,Sam Ottenhoff,06-02-2024 12:35,10-03-2024 20:56,09-02-2024 11:02,major
Rubrics: Rubric Statistics feature not working in Gradebook,SAK-49933,67460,Bug,Closed,Major,Fixed,Sean Horner,04-04-2024 13:29,09-06-2024 20:56,22-04-2024 10:35,major
LTI Advantage - Improve support for lti_storage_target,SAK-49618,67144,Bug,Closed,Major,Fixed,Charles R Severance,08-01-2024 00:35,09-03-2024 11:02,16-01-2024 22:10,major
Assignments-Grader: Console error a soon a the instructor enters a grade - Cannot read property of undefined (reading 'match'),SAK-49316,66840,Bug,Resolved,Major,Incorporated,Earle Nietzel,27-09-2023 18:29,24-10-2023 18:35,19-10-2023 05:02,major
Discussions/Rubrics: Criteria comment not saved while grading,SAK-50004,67529,Bug,Closed,Critical,Fixed,Sean Horner,24-04-2024 12:48,09-06-2024 20:41,04-06-2024 11:28,major
Rubrics: Console error related to reordering when loading the tool,SAK-49654,67180,Bug,Verified,Major,Fixed,Core Team,19-01-2024 05:27,02-04-2024 22:41,23-01-2024 03:36,major
Forums: cannot be cast to class org.sakaiproject.api.app.messageforums.DiscussionTopic,SAK-49396,66920,Bug,Closed,Blocker,Fixed,Miguel Pellicer,23-10-2023 04:11,21-11-2023 13:38,27-10-2023 02:00,blocker
Portal: Can not re-pin site,SAK-49332,66856,Bug,Closed,Blocker,Fixed,Sean Horner,03-10-2023 04:52,10-11-2023 12:50,18-10-2023 11:45,blocker
"""Exit Student View"" not working on other tab except ""Overview"" tab",SAK-49631,67157,Bug,Verified,Major,Fixed,kunaljaykam,10-01-2024 19:02,08-04-2024 04:43,10-02-2024 13:50,major
Gateway: No indicator which page the user is actually on,SAK-49768,67295,Bug,Closed,Minor,Fixed,kunaljaykam,17-02-2024 09:24,10-05-2024 10:57,22-04-2024 10:45,minor
Update UnboundID LDAP SDK for Java 7.0.0,SAK-50217,67744,Bug,Resolved,Major,Fixed,David Horwitz,14-06-2024 05:16,29-06-2024 18:17,18-06-2024 00:32,major
Include Template site in list of site available for Site Import,SAK-49564,67089,Feature Request,Verified,Major,Fixed,Adrian Fish,11-12-2023 12:03,05-02-2024 11:33,02-02-2024 03:04,major
Update filter wording for user dashboard course list to clarify display of pinned site,SAK-50224,67751,Bug,Verified,Major,Fixed,Adrian Fish,17-06-2024 13:07,24-06-2024 15:27,20-06-2024 02:57,major
Preferences: prefs.css is not found on 24 & 23,SAK-49374,66898,Bug,Closed,Major,Fixed,kunaljaykam,16-10-2023 18:18,02-11-2023 12:49,20-10-2023 09:06,major
Rubrics: Removing a newly-created criterion before refreshing the page show the wrong name,SAK-49921,67448,Bug,Closed,Major,Fixed,Sean Horner,02-04-2024 23:33,15-05-2024 19:25,22-04-2024 10:33,major
Lessons: Upgrade pdf-js from 2.9.359 to 4.0.189,SAK-49456,66980,Bug,Verified,Blocker,Fixed,Miguel Pellicer,16-11-2023 07:30,04-04-2024 06:04,24-12-2023 15:43,blocker
Tests & Quizzes: Missing status label translation,SAK-49886,67413,Bug,Resolved,Minor,Fixed,Core Team,25-03-2024 09:55,26-03-2024 06:06,26-03-2024 06:06,minor
Cannot change / add profile photo,SAK-49311,66835,Bug,Verified,Critical,Fixed,kunaljaykam,26-09-2023 14:53,03-10-2023 10:28,02-10-2023 04:55,critical
"Roster: JSON doesn't include email address, and both JSON/roster UI fail to log last time visited or total visit",SAK-49429,66953,Bug,Closed,Major,Fixed,Adrian Fish,06-11-2023 18:00,30-11-2023 17:48,15-11-2023 19:52,major
Conversations: getPostsByTopicId fails sometimes on Windows,SAK-49889,67416,Bug,Resolved,Major,Fixed,Sam Ottenhoff,26-03-2024 11:35,26-03-2024 17:33,26-03-2024 14:11,major
While grading using the assignment grading interface noticed a NumberFormatException,SAK-49409,66933,Bug,Closed,Major,Fixed,Earle Nietzel,26-10-2023 10:31,25-11-2023 14:48,08-11-2023 10:04,major
Section Info: Need a direct way to navigate back to the main ?Student Memberships? page/list of Students after assigning/unassigning a Student,SAK-49928,67455,Bug,Verified,Major,Fixed,Matthew Jones,03-04-2024 15:55,24-07-2024 15:24,08-04-2024 15:27,major
Update Apache Commons Configuration 2.11.0,SAK-50209,67736,Bug,Resolved,Major,Fixed,David Horwitz,11-06-2024 00:08,17-07-2024 09:15,11-06-2024 04:24,major
Empty submission preventing 0 grade from getting to gradebook,SAK-49410,66934,Bug,Closed,Major,Fixed,Sam Ottenhoff,26-10-2023 11:03,04-12-2023 23:37,29-10-2023 13:19,major
Update NPM libs across Sakai,SAK-50230,67757,Bug,Resolved,Major,Fixed,Earle Nietzel,18-06-2024 16:19,24-07-2024 17:48,20-06-2024 09:48,major
JSF2 Upgrade 2.3.18 -> 2.3.21,SAK-49593,67119,Feature Request,Resolved,Major,Fixed,Miguel Pellicer,21-12-2023 07:00,18-01-2024 01:40,08-01-2024 03:24,major
Tests & Quizzes: Submissions cannot be graded,SAK-49787,67314,Bug,Resolved,Blocker,Cannot Reproduce,Core Team,25-02-2024 17:33,11-03-2024 23:18,11-03-2024 23:18,minor
Fix Persistent Tutorial Display Issue: Ensure Tutorial Only Appears for the first time user,SAK-49755,67282,Bug,Verified,Major,Fixed,kunaljaykam,13-02-2024 11:40,06-04-2024 08:34,07-03-2024 10:34,major
Resources: Display Columns control not hiding whole column,SAK-50289,67816,Bug,Verified,Major,Fixed,Sean Horner,10-07-2024 13:08,17-07-2024 14:12,16-07-2024 13:45,major
LDAP: Very verbose log when user are deleted or hidden from LDAP.,SAK-49643,67169,Bug,Closed,Critical,Fixed,Miguel Pellicer,16-01-2024 10:55,25-01-2024 17:48,16-01-2024 12:12,major
Update the Romanian translation,SAK-49438,66962,Feature Request,Verified,Major,Fixed,Miguel Pellicer,09-11-2023 11:15,21-11-2023 00:32,14-11-2023 09:29,major
Update Apache Commons IO 2.16.1,SAK-49945,67471,Bug,Closed,Major,Fixed,David Horwitz,09-04-2024 23:40,25-07-2024 23:50,10-04-2024 11:04,major
Calendar embedded in Lessons show "Invalid Date" for end time for assessment and assignment,SAK-49708,67235,Bug,Closed,Major,Fixed,Sam Ottenhoff,02-02-2024 13:54,12-03-2024 18:07,12-02-2024 15:54,major
Wiki: Search result do not follow dark mode.,SAK-49881,67408,Bug,Verified,Minor,Fixed,Matthew Jones,24-03-2024 16:32,29-07-2024 21:51,14-05-2024 11:00,minor
T&Q: Some assessment cannot be imported when attachment fail to copy,SAK-49534,67059,Bug,Closed,Major,Fixed,Miguel Pellicer,01-12-2023 08:02,30-01-2024 03:18,04-12-2023 02:40,major
Resources: Detect filetype on Jupyter Notebook,SAK-49498,67023,Bug,Verified,Major,Fixed,Jesus Maria Mendez Perez,24-11-2023 04:17,10-03-2024 10:58,28-11-2023 10:28,major
Lessons: Item name on the dialog is missing when adding a Learning app if the option selected is Open in New Window,SAK-49383,66907,Bug,Closed,Minor,Duplicate,Jesus Maria Mendez Perez,19-10-2023 03:36,19-10-2023 03:49,19-10-2023 03:49,minor
T&Q: Import/Export assessment with part based on random question,SAK-49595,67121,Bug,Verified,Major,Fixed,Manu Fuster,21-12-2023 09:55,11-01-2024 07:29,09-01-2024 03:49,major
Set "Custom Page Order" on the !plussite template,SAK-49652,67178,Bug,Closed,Major,Fixed,Charles R Severance,18-01-2024 10:32,06-02-2024 19:48,20-01-2024 09:01,major
Tests & Quizzes: file upload question don't keep hide point config,SAK-50013,67538,Bug,Closed,Major,Fixed,Core Team,26-04-2024 08:04,29-05-2024 02:14,26-04-2024 14:00,major
Roster: first load of roster tool stacktraces (official site): RuntimeException:Fatal error trying to execute custom action method: get-membership,SAK-50089,67614,Bug,Resolved,Blocker,Incorporated,Adrian Fish,12-05-2024 12:36,28-07-2024 15:09,28-07-2024 15:09,blocker
Gradebook: When an item come from lesson Rubrics should not be a grading option.,SAK-49550,67075,Bug,Closed,Major,Fixed,Miguel Pellicer,07-12-2023 06:00,25-01-2024 17:29,14-12-2023 05:17,major
Commons: Not able to create new post using High Priority,SAK-50125,67650,Bug,Resolved,Major,Cannot Reproduce,Adrian Fish,21-05-2024 13:09,23-05-2024 18:50,23-05-2024 18:50,major
Support Bulgarian,SAK-49439,66963,Feature Request,Verified,Major,Fixed,Miguel Pellicer,09-11-2023 11:16,06-12-2023 18:19,14-11-2023 09:29,major
Lessons: Title of a Question Item incorrectly displayed,SAK-49615,67141,Bug,Closed,Major,Fixed,kunaljaykam,05-01-2024 06:40,10-03-2024 14:54,12-02-2024 10:48,major
Sitestats: Student view need the UI updated,SAK-49833,67360,Bug,Closed,Major,Fixed,kunaljaykam,12-03-2024 18:34,18-04-2024 03:09,04-04-2024 08:04,major
Add configuration option to remove labelling on the trinity site list,SAK-49426,66950,Bug,Closed,Major,Fixed,Charles R Severance,05-11-2023 20:18,29-11-2023 13:26,06-11-2023 11:27,major
Update Bootstrap-Icons 1.11.3,SAK-50027,67552,Bug,Resolved,Major,Fixed,kunaljaykam,29-04-2024 07:48,28-05-2024 18:10,30-04-2024 11:19,major
Grader/Rubric: Removing rubric with adjusted score not fully cleared,SAK-50290,67817,Bug,Closed,Major,Fixed,Sean Horner,10-07-2024 19:40,29-07-2024 18:34,16-07-2024 13:46,major
Lessons: jquery.cluetip.css?version=ea20e348 net::ERR_ABORTED 404 (Not Found),SAK-50177,67704,Bug,Closed,Major,Fixed,Matthew Jones,30-05-2024 17:52,31-07-2024 10:52,15-07-2024 09:45,major
Lessons: CSS console error on Bulk Edit Subpages,SAK-50074,67599,Bug,Closed,Major,Fixed,Sam Ottenhoff,08-05-2024 09:58,16-05-2024 17:26,10-05-2024 14:55,major
Scheduled (un)publishing not pinning/removing site correctly,SAK-49716,67243,Bug,Verified,Critical,Fixed,Sean Horner,06-02-2024 16:12,18-07-2024 18:46,13-02-2024 11:27,critical
Private Messages: BCC should not display the undisclosed recipient label,SAK-49469,66993,Feature Request,Closed,Minor,Incorporated,Miguel Pellicer,17-11-2023 02:36,14-12-2023 09:16,17-11-2023 04:40,minor
Gradebook: The grading table and student table ha uneven padding in TA,SAK-50084,67609,Bug,Verified,Major,Fixed,kunaljaykam,11-05-2024 06:21,18-05-2024 19:06,18-05-2024 09:39,major
